Numéro Série;Désignation;Site;Code Postal;Ville;Dossier GLPI;Date Expédition
czc0188316;UC HP PRODESK 600 G5 i5 16GB 256SSD Freedos;CHRONOPOST ARGENTEUIL;95100;ARGENTEUIL;2109210761;2021-10-05
czc7317n37;UC WIFI FORMATE PMC LINUX;AGENCE CHRONOPOST DE CORMEILLES EN PARISIS;95240;CORMEILLES EN PARISIS;1909180763;2019-10-03
czc7317n3m;UC WIFI FORMATE PMC LINUX;AGENCE CHRONOPOST DE CORMEILLES EN PARISIS;95240;CORMEILLES EN PARISIS;1909180763;2019-10-03
czc7317n3t;UC WIFI FORMATE PMC LINUX;AGENCE CHRONOPOST DE CORMEILLES EN PARISIS;95240;CORMEILLES EN PARISIS;1909180763;2019-10-03
czc7317n41;UC WIFI FORMATE PMC LINUX;AGENCE CHRONOPOST DE CORMEILLES EN PARISIS;95240;CORMEILLES EN PARISIS;1909180763;2019-10-03
czc7318z2l;UC RECYCLE + CARTE WIFI FORMATE PMC LINUX;CHRONOPOST CORMEILLES EN PARISIS;95240;CORMEILLES EN PARISIS;2104140428;2021-04-14
czc85181jz;UC HP PRODESK 600 G4 i5 16GB 256SSD PC FREEDOS;CHRONOPOST CERGY PONTOISE;95310;ST OUEN L AUMONE;2001090587;2020-01-14
czc85181k4;UC HP PRODESK 600 G4 i5 16GB 256SSD PC FREEDOS;CHRONOPOST CERGY PONTOISE;95310;ST OUEN L AUMONE;2001090587;2020-01-14
czc85181k6;UC HP PRODESK 600 G4 i5 16GB 256SSD PC FREEDOS;CHRONOPOST CERGY PONTOISE;95310;ST OUEN L AUMONE;2001090587;2020-01-14
czc85181k8;UC HP PRODESK 600 G4 i5 16GB 256SSD PC FREEDOS;CHRONOPOST CERGY PONTOISE;95310;ST OUEN L AUMONE;2001090587;2020-01-14
czc85181k9;UC HP PRODESK 600 G4 i5 16GB 256SSD PC FREEDOS;CHRONOPOST CERGY PONTOISE;95310;ST OUEN L AUMONE;2001090587;2020-01-14
czc85181kc;UC HP PRODESK 600 G4 i5 16GB 256SSD PC FREEDOS;CHRONOPOST CERGY PONTOISE;95310;ST OUEN L AUMONE;2001090587;2020-01-14
czc85181kd;UC HP PRODESK 600 G4 i5 16GB 256SSD PC FREEDOS;CHRONOPOST CERGY PONTOISE;95310;ST OUEN L AUMONE;2001090587;2020-01-14
czc85181kf;UC HP PRODESK 600 G4 i5 16GB 256SSD PC FREEDOS;CHRONOPOST CERGY PONTOISE;95310;ST OUEN L AUMONE;2001090587;2020-01-14
czc85181kw;UC HP PRODESK 600 G4 i5 16GB 256SSD PC FREEDOS;CHRONOPOST CERGY PONTOISE;95310;ST OUEN L AUMONE;2001090587;2020-01-14
czc85184jm;UC HP PRODESK 600 G4 i5 16GB 256SSD PC FREEDOS;CHRONOPOST CERGY PONTOISE;95310;ST OUEN L AUMONE;2001090587;2020-01-14
czc85184js;UC HP PRODESK 600 G4 i5 16GB 256SSD PC FREEDOS;CHRONOPOST CERGY PONTOISE;95310;ST OUEN L AUMONE;2001090587;2020-01-14
czc85184k7;UC HP PRODESK 600 G4 i5 16GB 256SSD PC FREEDOS;CHRONOPOST CERGY PONTOISE;95310;ST OUEN L AUMONE;2001090587;2020-01-14
czc85184kn;UC HP PRODESK 600 G4 i5 16GB 256SSD PC FREEDOS;CHRONOPOST CERGY PONTOISE;95310;ST OUEN L AUMONE;2001090587;2020-01-14
czc85184kv;UC HP PRODESK 600 G4 i5 16GB 256SSD PC FREEDOS;CHRONOPOST CERGY PONTOISE;95310;ST OUEN L AUMONE;2001090587;2020-01-14
czc85184l0;UC HP PRODESK 600 G4 i5 16GB 256SSD PC FREEDOS;CHRONOPOST CERGY PONTOISE;95310;ST OUEN L AUMONE;2001090587;2020-01-14
czc85184ln;UC HP PRODESK 600 G4 i5 16GB 256SSD PC FREEDOS;CHRONOPOST CERGY PONTOISE;95310;ST OUEN L AUMONE;2001090587;2020-01-14
czc85184lx;UC HP PRODESK 600 G4 i5 16GB 256SSD PC FREEDOS;CHRONOPOST CERGY PONTOISE;95310;ST OUEN L AUMONE;2001090587;2020-01-14
